,company name,position,worktime,City
1672,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
1673,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
1674,Scoopas,Almanca Bilen Müşteri Temsilcisi - Deutsch,Tam zamanlı,İstanbul (Tümü)
1675,Simurgh Gayrimenkul,Arama Motoru Optimizasyonu (Seo) Uzmanı,Tam zamanlı,Antalya
1676,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1677,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
1678,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
1679,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
1680,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1681,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1682,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1683,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1684,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
1685,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
1686,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1687,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1688,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1689,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1690,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1691,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1692,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
1693,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1694,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
1695,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1696,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1697,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1698,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1699,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1700,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1701,Open English,Müşteri Temsilcisi,Tam zamanlı,İstanbul(Asya)
1702,Pratik Aday Servisi,Depo Sorumlusu,Tam zamanlı,Ankara
1703,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
1704,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
1705,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1706,NETSPEED İNTERNET ANONİM ŞİRKETİ,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,Denizli
1707,Gizli Firma,Satış Uzmanı (Sakarya),Tam zamanlı,Sakarya
1708,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
1709,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
1710,Sigorta Bilgi ve Gözetim Merkezi,Siber Dayanıklılık Uzmanı / Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
1711,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
1712,Erdem Sağlık Grubu,Hemşire/Hemşire Yardımcısı,Tam zamanlı,İstanbul(Asya)
1713,GAPEL OTOMOTİV SAN.VE TİC.LTD.ŞTİ.,Müşteri İlişkileri Sorumlusu,Tam zamanlı,Şanlıurfa
1714,CMC REFRIGERATION İKLİMLENDİRME İMALAT İHRACAT İTHALAT SAN.TİC.LTD.ŞTİ.,İnsan Kaynakları Uzmanı,Tam zamanlı,Sivas
1715,Soho House Istanbul,Elektrik Teknisyeni,Tam zamanlı,İstanbul(Avr.)
1716,Nidaş Mad.Taş.Makina İth.İhr.Kimya San.Tic.A.Ş,Ön Muhasebe Personeli,Tam zamanlı,Niğde
1717,YAZAKİ OTOMOTİV YAN SANAYİ VE TİCARET A.Ş.,Endüstri Mühendisi,Tam zamanlı,Sakarya
1718,SANTA FARMA İLAÇ SAN.A.Ş.,AR-GE Farmasötik Teknoloji Geliştirme Yöneticisi,Tam zamanlı,Kocaeli
1719,Perfetti Van Melle,Quality Control Engineer,Tam zamanlı,İstanbul(Avr.)
1720,LEGRAND ELEKTRİK SANAYİ A.Ş.,Plastik Üretim Mühendisi,Tam zamanlı,Kocaeli
1721,ŞEKERBANK T. A.Ş.,Ticari-Kobi-İşletme Bankacılığı Satış Temsilcisi,Tam zamanlı,İstanbul (Tümü)
1722,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,Hazır Beton Elektrik Bakım Teknisyeni,Tam zamanlı,İstanbul (Tümü) +3 il daha
1723,ENKAL FİLO ARAÇ KİRALAMA HİZMETLERİ ANONİM ŞİRKETİ,Motosiklet Satış Danışmanı,Tam zamanlı,İstanbul(Asya)
1724,Sektöründe Lider Firma,Tedarik Planlama Uzmanı,Tam zamanlı,İstanbul(Asya)
1725,BURAKCAN KALIP SANAYİ TİC.LTD.ŞTİ.,Dış Ticaret Uzmanı,Tam zamanlı,İstanbul(Avr.)
1726,SERKAN İLETİŞİM TÜRK TELEKOM MAĞAZALARI,Bayi Satış Yetkilisi,Tam zamanlı,Konya
1727,DORUK SAĞLIK GRUBU,Özel Doruk Nilüfer Hastanesi Restorant Elemanı,Tam zamanlı,Bursa
1728,Pratik Aday Servisi,İnsan Kaynakları Uzmanı,Tam zamanlı,Antalya
1729,ALVİS TURİZM SEYAHAT OTOM.SAN.VE TİC.LTD.ŞTİ,Web Tasarım ve Grafik Uzmanı,Tam zamanlı,Kayseri
1730,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1731,Çelik Motor Ticaret A.Ş.,Kia Ürün Sorumlusu,Tam zamanlı,İstanbul(Asya)
1732,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1733,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1734,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1735,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1736,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1737,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1738,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1739,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1740,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1741,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Hukuk Asistanı,Tam zamanlı,İstanbul (Tümü)
1742,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1743,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1744,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1745,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1746,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1747,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1748,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1749,Doğuş Otomotiv,Yedek Parça Depo Dağıtım Operasyonları Yöneticisi,Tam zamanlı,Kocaeli
1750,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1751,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1752,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1753,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1754,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1755,Simurgh Gayrimenkul,Arama Motoru Optimizasyonu (Seo) Uzmanı,Tam zamanlı,Antalya
1756,HTS TEKERLEK SİSTEMLERİ,İnsan Kaynakları ve İdari İşler Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1757,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1758,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1759,YILPORT Holding A.Ş.,Internal Control Senior Specialist,Tam zamanlı,İstanbul(Avr.)
1760,Total giyim gıda tekstil san. tic. sti.,Merchandiser For Textile Agent,Tam zamanlı,İstanbul(Avr.)
1761,İBRAHİM ŞENAY ( HACI İLYAS LOKANTASI- HİLYAS ŞARKÜTERİ- TOPRAK METAL),İç Mimar,Tam zamanlı,Bursa
1762,Vogue Hotel Bodrum Supreme,Misafir İlişkileri Görevlisi,Tam zamanlı,Muğla
1763,Yakamoz Dış Ticaret,İstanbul Havalimanı Satış Danışmanı,Tam zamanlı,İstanbul (Tümü)
1764,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1765,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
1766,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
1767,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
1768,Tat Bakliyat  San.  ve Tic. Aş.,Teknik Müdür,Tam zamanlı,Mersin
1769,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
1770,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
1771,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
1772,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
1773,Save Enerji Yönetimi ve Danışmanlık Hizmetleri Sa,HVAC Building Automation Systems Site Engineer,Tam zamanlı,İstanbul (Tümü) +4 il daha
1774,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
1775,Safa Tarım A.Ş.,Bursa Bölge Satış Temsilcisi,Tam zamanlı,Bursa
1776,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
1777,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
1778,Ecrou Mağazacılık A.Ş,Mağaza Müdürü (İstanbul Canpark Avm),Tam zamanlı,İstanbul(Asya)
1779,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1780,IVF Prime A.Ş.,Üretim Asistanı,Tam zamanlı,Ankara
1781,ELLIVE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET AŞ,Tıbbi Mümessil,Tam zamanlı,İstanbul (Tümü)
1782,Veritas Tekstil Konfeksiyon Pazarlama Sanayi Tica,İhracat Müşteri Temsilcisi,Tam zamanlı,Denizli
1783,Pratik Aday Servisi,Proses Otomasyon Mühendisi,Tam zamanlı,İstanbul(Asya)
1784,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1785,TÜVTÜRK,Araç Muayene Teknisyeni ( Trabzon Merkez),Tam zamanlı,Trabzon
1786,Sigortaladım.com,Sigorta Satış Danışmanı (Büyükçekmece),Tam zamanlı,İstanbul(Avr.)
1787,Sektöründe Lider Firma,Dijital Kanal Geliştirme Uzmanı,Tam zamanlı,"İstanbul(Asya),  Ankara"
1788,ABB Elektrik Sanayi A.Ş.,Financial Analyst,Tam zamanlı,İstanbul (Tümü)
1789,Şişecam,Vergi İşlemleri Yetkilisi,Tam zamanlı,İstanbul(Asya)
1790,Şişecam,İşletme Mühendisi,Tam zamanlı,Tekirdağ +1 il daha
1791,Şişecam,Mekatronik Teknisyeni,Tam zamanlı,Tekirdağ +1 il daha
1792,ATA MİMARLIK MÜHENDİSLİK SAN VE DIŞ TİC. LTD.ŞTİ,"Mimar , İç Mimar",Tam zamanlı,İstanbul(Asya)
1793,Şişecam,Geliştirme Uzmanı,Tam zamanlı,Mersin
1794,Özel İstanbul Koleji,Bilgi İşlem Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1795,Alshaya Saha,The Body Shop Satış Danışmanı / Akbatı Avm,Tam zamanlı,İstanbul(Avr.)
1796,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,Kiko Milano Espark - Pt Güzellik Danışmanı,Tam zamanlı,Eskişehir
1797,Şişecam,Mekanik Bakım Onarım Mühendisi,Tam zamanlı,Eskişehir
1798,ABB Elektrik Sanayi A.Ş.,HR Business Partner,Tam zamanlı,İstanbul (Tümü)
1799,Sektöründe Öncü Firma,Silahlı Güvenlik Görevlisi,Tam zamanlı,İstanbul(Asya)
1800,Kalkınma Yatırım Bankası,Bilgi Güvenliği Uzmanı- Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
1801,Tam Finans Faktoring A.Ş.,Dinamik Beylikdüzü Şube-Müşteri Temsilcisi,Tam zamanlı,İstanbul(Avr.)
1802,Şişecam,Strateji İzleme&Performans Yönetimi Uzmanı,Tam zamanlı,İstanbul(Asya)
1803,Doğuş Perakende Satış Giyim ve Aksesuar Tic. A.Ş,D Saat - Mağaza Müdürü,Tam zamanlı,İstanbul(Avr.)
1804,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Ofis Elemanı,Tam zamanlı,İzmir
1805,CEVA Lojistik,Nakliye Tedarik Sorumlusu,Tam zamanlı,İzmir
1806,Tergan Deri Ürünleri,Satış Danışmanı - Mall Of İstanbul Avm,Tam zamanlı,İstanbul (Tümü)
1807,HACIBABA PASTANELERİ GIDA SANAYİ VE TİCARET LTD. ŞT,Muhasebe Uzmanı,Tam zamanlı,İstanbul(Avr.)
1808,Zeplin Turizm Taşımacılık Yatırım Ltd. Şti.,Satış Pazarlama Portföy Yöneticisi,Tam zamanlı,"İstanbul(Asya),  İzmir"
1809,Pratik Aday Servisi,Kilit Müşteri Yöneticisi,Tam zamanlı,İstanbul(Asya)
1810,AssisTT AŞ.,Ankara-İngilizce Müşteri Temsilcisi,Tam zamanlı,Ankara
1811,Bilgin Enerji Yatırım Holding A.Ş.,Rüzgar Santrali İşletme Teknisyeni,Tam zamanlı,İzmir +1 il daha
1812,TEB - Türk Ekonomi Bankası,İstanbul Kurumsal-Kurumsal Müşteri İliş.Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1813,Mondelez International,Category Finance Analyst,Tam zamanlı,İstanbul (Tümü)
1814,Doğuş İnşaat ve Ticaret A.Ş.,Bilgi Teknolojileri Uzmanı (Ankara),Tam zamanlı,Ankara
1815,Arsan Şirketler Grubu,İnsan Kaynakları Sorumlusu,Tam zamanlı,İstanbul(Asya)
1816,Doğuş İnşaat ve Ticaret A.Ş.,Proje Maliyet Kontrol Şefi (Ankara),Tam zamanlı,Ankara
1817,Şişecam,Çevre Mühendisi,Tam zamanlı,Mersin
1818,Türk Ekonomi Bankası A.Ş.,Burdur Şubesi Bireysel Müşteri İlişkileri Yönt,Tam zamanlı,Burdur
1819,Coca-Cola İçecek ŞİMŞEK GIDA,Satış Temsilcisi,Tam zamanlı,Antalya
1820,Anadolu Efes,Bölge Satış Raporlama Uzmanı(İzmir),Tam zamanlı,Türkiye
1821,Türk Ekonomi Bankası A.Ş.,Zonguldak Kitle Bankacılığı Mobil Satış Temsilcisi,Tam zamanlı,Zonguldak
1822,TEB - Türk Ekonomi Bankası,Teb Arval :Muhasebe Yönetici Yardımcısı/Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1823,Manpower,Portföy Yöneticisi,Tam zamanlı,İstanbul(Avr.)
1824,Manpower,Mağaza Satış Danışmanı,Tam zamanlı,İstanbul(Avr.)
1825,Mondelez International,Product Change Manager,Tam zamanlı,Kocaeli
1826,Manpower,Mağaza Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1827,Türk Ekonomi Bankası A.Ş.,Avrupa 1 Bölgesi Müşteri Hizmetleri Yetkilisi,Tam zamanlı,İstanbul(Avr.)
1828,Nurol Holding A.Ş.,Sistem Destek Uzman Yardımcısı,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1829,HR LEGAL İNSAN KAYNAKLARI DANIŞMANLIK A.Ş,Adliye Takip Elemanı,Tam zamanlı,Muğla
1830,Gediz Elektrik Perakende Satış A.Ş.,İç Kontrol Uzman Yardımcısı,Tam zamanlı,İzmir
1831,Siemens,Senior Full Stack Software Developer - Cloud/Edge,Tam zamanlı,İstanbul(Avr.)
1832,Siemens,Motor & Generator Service Engineer,Tam zamanlı,Kocaeli
1833,TURKISHBANK A.Ş,Masak Uyum Görevlisi (Yönetmen/Yönetici),Tam zamanlı,İstanbul(Avr.)
1834,Aydın Aydın Avukatlık Ortaklığı,Ticaret ve Şirketler Hukuku Avukatı,Tam zamanlı,İstanbul(Asya)
1835,BNP PARIBAS CARDIF,İş Ortaklıkları Operasyon Yetkilisi (Üretim),Tam zamanlı,İstanbul(Avr.)
1836,DETA-GEN GENETİK HASTALIKLAR TANI MERKEZİ,Mikrobiyoloji Uzmanı,Tam zamanlı,Kayseri
1837,Pratik Aday Servisi,Kilit Müşteri Yöneticisi,Tam zamanlı,İstanbul(Asya)
1838,Turkcell Global Bilgi,Mekanik Bakım Teknikeri - Gebze,Tam zamanlı,Kocaeli
1839,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1840,YILPORT Holding A.Ş.,Internal Control Senior Specialist,Tam zamanlı,İstanbul(Avr.)
1841,Total giyim gıda tekstil san. tic. sti.,Merchandiser For Textile Agent,Tam zamanlı,İstanbul(Avr.)
1842,İBRAHİM ŞENAY ( HACI İLYAS LOKANTASI- HİLYAS ŞARKÜTERİ- TOPRAK METAL),İç Mimar,Tam zamanlı,Bursa
1843,Vogue Hotel Bodrum Supreme,Misafir İlişkileri Görevlisi,Tam zamanlı,Muğla
1844,Yakamoz Dış Ticaret,İstanbul Havalimanı Satış Danışmanı,Tam zamanlı,İstanbul (Tümü)
1845,Gizli Firma,Kalite Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1846,DRONSAN SAVUNMA HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Mağaza Satış Danışmanı,Tam zamanlı,Ankara
1847,ELKON ELEVATÖR KONVEYÖR VE MAKİNA SAN.VE TİC.A.Ş.,Özel Güvenlik Elemanı,Tam zamanlı,Tekirdağ
1848,BKM MUTFAK YAPIM VEYAYINCILIK ORGANİZASYON ANONİM ŞİRKETİ,Barmen / Barmaid,Tam zamanlı,İstanbul(Asya)
1849,Tat Bakliyat  San.  ve Tic. Aş.,Teknik Müdür,Tam zamanlı,Mersin
1850,BARTEK ELEKTRİK SİSTEMLERİ SAN. VE TİC. AŞ.,Proje Mühendisi,Tam zamanlı,İstanbul(Asya)
1851,MEDİLİFE BAĞCILAR HASTANESİ,Ebe (Bağcılar),Tam zamanlı,İstanbul(Avr.)
1852,ebebek,Takım Lideri / Cevahir Avm,Tam zamanlı,İstanbul(Avr.)
1853,ebebek,Bebekolog/Part Satış Danışmanı - Maslak,Part Time,İstanbul(Avr.)
1854,Save Enerji Yönetimi ve Danışmanlık Hizmetleri Sa,HVAC Building Automation Systems Site Engineer,Tam zamanlı,İstanbul (Tümü) +4 il daha
1855,Safa Tarım A.Ş.,Urfa Bölge Satış Temsilcisi,Tam zamanlı,Şanlıurfa
1856,Safa Tarım A.Ş.,Bursa Bölge Satış Temsilcisi,Tam zamanlı,Bursa
1857,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
1858,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
1859,Ecrou Mağazacılık A.Ş,Mağaza Müdürü (İstanbul Canpark Avm),Tam zamanlı,İstanbul(Asya)
1860,WARPIRIS BİLİŞİM TEKNOLOJİLERİ ANONİM ŞİRKETİ,PHP Developer,Tam zamanlı,"İstanbul(Avr.),  Ankara"
1861,IVF Prime A.Ş.,Üretim Asistanı,Tam zamanlı,Ankara
1862,ELLIVE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET AŞ,Tıbbi Mümessil,Tam zamanlı,İstanbul (Tümü)
1863,KOBASTAR ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İnternational Sales Representative,Tam zamanlı,Konya
1864,HTS TEKERLEK SİSTEMLERİ,İnsan Kaynakları ve İdari İşler Sorumlusu,Tam zamanlı,İstanbul(Avr.)
1865,Gizli Firma,Executive Chef,Tam zamanlı,Kırklareli
1866,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
1867,Elkon Elevatör Konveyör Mak.San. ve Tic. A.Ş.,Elektrik Elektronik Mühendisi,Tam zamanlı,Tekirdağ
1868,NETSPEED İNTERNET ANONİM ŞİRKETİ,Çağrı Merkezi Müşteri Temsilcisi,Tam zamanlı,Denizli
1869,Gizli Firma,Satış Uzmanı (Sakarya),Tam zamanlı,Sakarya
1870,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
1871,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
1872,Sigorta Bilgi ve Gözetim Merkezi,Siber Dayanıklılık Uzmanı / Kıdemli Uzmanı,Tam zamanlı,İstanbul(Asya)
1873,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
1874,Erdem Sağlık Grubu,Hemşire/Hemşire Yardımcısı,Tam zamanlı,İstanbul(Asya)
1875,GAPEL OTOMOTİV SAN.VE TİC.LTD.ŞTİ.,Müşteri İlişkileri Sorumlusu,Tam zamanlı,Şanlıurfa
1876,CMC REFRIGERATION İKLİMLENDİRME İMALAT İHRACAT İTHALAT SAN.TİC.LTD.ŞTİ.,İnsan Kaynakları Uzmanı,Tam zamanlı,Sivas
1877,Soho House Istanbul,Elektrik Teknisyeni,Tam zamanlı,İstanbul(Avr.)
1878,Nidaş Mad.Taş.Makina İth.İhr.Kimya San.Tic.A.Ş,Ön Muhasebe Personeli,Tam zamanlı,Niğde
1879,YAZAKİ OTOMOTİV YAN SANAYİ VE TİCARET A.Ş.,Endüstri Mühendisi,Tam zamanlı,Sakarya
1880,SANTA FARMA İLAÇ SAN.A.Ş.,AR-GE Farmasötik Teknoloji Geliştirme Yöneticisi,Tam zamanlı,Kocaeli
1881,Perfetti Van Melle,Quality Control Engineer,Tam zamanlı,İstanbul(Avr.)
1882,LEGRAND ELEKTRİK SANAYİ A.Ş.,Plastik Üretim Mühendisi,Tam zamanlı,Kocaeli
1883,ŞEKERBANK T. A.Ş.,Ticari-Kobi-İşletme Bankacılığı Satış Temsilcisi,Tam zamanlı,İstanbul (Tümü)
1884,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,Hazır Beton Elektrik Bakım Teknisyeni,Tam zamanlı,İstanbul (Tümü) +3 il daha
1885,ENKAL FİLO ARAÇ KİRALAMA HİZMETLERİ ANONİM ŞİRKETİ,Motosiklet Satış Danışmanı,Tam zamanlı,İstanbul(Asya)
1886,Sektöründe Lider Firma,Tedarik Planlama Uzmanı,Tam zamanlı,İstanbul(Asya)
1887,BURAKCAN KALIP SANAYİ TİC.LTD.ŞTİ.,Dış Ticaret Uzmanı,Tam zamanlı,İstanbul(Avr.)
1888,SERKAN İLETİŞİM TÜRK TELEKOM MAĞAZALARI,Bayi Satış Yetkilisi,Tam zamanlı,Konya
1889,DORUK SAĞLIK GRUBU,Özel Doruk Nilüfer Hastanesi Restorant Elemanı,Tam zamanlı,Bursa
1890,KOBASTAR ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İnternational Sales Representative,Tam zamanlı,Konya
1891,Pratik Aday Servisi,Kilit Müşteri Yöneticisi,Tam zamanlı,İstanbul(Asya)
1892,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Team Lead Quality Operations,Tam zamanlı,İstanbul(Avr.)
1893,Dinamo Fuar Hizmetleri,Fuar Satış Uzmanı,Tam zamanlı,İstanbul(Avr.)
1894,GKN SİNTER İSTANBUL METAL SAN.VE TİC.A.Ş.,Product Engineer,Tam zamanlı,İstanbul(Avr.)
1895,VOLT ELEKTRİK MOTOR SAN. VE TİC. A.Ş.(KEMALPAŞA),Planlama Yöneticisi,Tam zamanlı,İzmir
1896,Tek Çelik İç ve Dış Tic. İnş. San. A.ş,Makine Mühendisi,Tam zamanlı,İzmir
1897,The Gym A Plus,Resepsiyonist,Tam zamanlı,İstanbul(Avr.)
1898,Altınyıldız Classics-Beymen Business,Bilgi İşlem Uzman Yardımcısı,Tam zamanlı,İzmir
1899,BMC OTOMOTİV SANAYİ VE TİCARET A.Ş.,İdari İşler Uzmanı,Tam zamanlı,İzmir
1900,Gizli Firma,Puantör,Tam zamanlı,İstanbul (Tümü)
